filename,width,height,class,xmin,ymin,xmax,ymax
1008.jpg,259,195,pistol,19,26,67,83
1009.jpg,290,174,pistol,215,36,248,71
1010.jpg,195,258,pistol,56,22,117,86
1011.jpg,275,183,pistol,27,18,210,119
1012.jpg,183,275,pistol,20,17,160,247
1013.jpg,275,184,pistol,76,47,181,103
1014.jpg,192,240,pistol,150,26,167,81
1015.jpg,268,188,pistol,114,84,137,129
1016.jpg,183,275,pistol,56,8,104,44
1016.jpg,183,275,pistol,54,87,86,138
1017.jpg,183,275,pistol,71,60,109,108
1018.jpg,259,194,pistol,78,72,111,96
1019.jpg,269,187,pistol,39,55,165,145
1020.jpg,231,218,pistol,18,5,58,123
1021.jpg,275,183,pistol,149,35,246,163
1022.jpg,198,254,pistol,79,101,101,109
1023.jpg,275,183,pistol,66,56,112,173
1024.jpg,275,183,pistol,162,38,189,72
1025.jpg,183,276,pistol,113,128,161,206
1025.jpg,183,276,pistol,86,127,116,206
1026.jpg,275,183,pistol,94,20,183,109
1027.jpg,183,275,pistol,73,125,100,183
1028.jpg,276,183,pistol,122,55,168,91
1029.jpg,260,194,pistol,25,54,166,158
1030.jpg,183,275,pistol,28,37,64,99
1031.jpg,183,275,pistol,143,74,179,99
1032.jpg,168,300,pistol,108,115,168,160
1033.jpg,183,276,pistol,42,106,62,131
1034.jpg,275,183,pistol,130,46,247,124
1035.jpg,277,182,pistol,104,43,174,141
1036.jpg,251,201,pistol,162,34,207,115
1037.jpg,192,262,pistol,2,48,176,200
1038.jpg,275,183,pistol,36,8,210,128
1039.jpg,275,183,pistol,130,3,175,73
1039.jpg,275,183,pistol,76,40,137,126
1040.jpg,261,193,pistol,139,44,239,99
1041.jpg,275,183,pistol,101,24,238,120
1042.jpg,249,202,pistol,36,67,95,160
1043.jpg,268,188,pistol,83,20,142,74
1044.jpg,212,238,pistol,3,48,47,90
1045.jpg,276,183,pistol,70,27,209,127
1046.jpg,252,200,pistol,181,101,233,140
1047.jpg,275,183,pistol,67,12,230,88
1048.jpg,275,183,pistol,4,37,125,105
1049.jpg,259,194,pistol,10,14,215,121
1050.jpg,640,480,pistol,28,145,639,409
1051.jpg,1000,1193,pistol,79,203,1000,562
1052.jpg,4272,2848,pistol,1302,750,3296,2090
1053.jpg,500,381,pistol,84,25,470,360
1054.jpg,800,566,pistol,65,71,737,503
1055.jpg,800,488,pistol,1,82,800,488
1056.jpg,1024,683,pistol,386,197,726,414
1057.jpg,1300,866,pistol,180,163,1135,553
1058.jpg,660,471,pistol,1,1,610,399
1059.jpg,640,480,pistol,1,1,637,480
1060.jpg,400,268,pistol,73,59,280,204
1061.jpg,2592,1728,pistol,1279,526,1450,847
1062.jpg,375,275,pistol,30,93,292,187
1062.jpg,375,275,pistol,76,118,337,200
1063.jpg,600,265,pistol,4,3,459,211
1064.jpg,356,540,pistol,67,15,91,187
1065.jpg,600,483,pistol,57,127,173,330
1066.jpg,639,439,pistol,126,172,347,407
1067.jpg,527,413,pistol,29,172,162,236
1067.jpg,527,413,pistol,202,167,327,242
1067.jpg,527,413,pistol,373,169,498,242
1068.jpg,220,379,pistol,175,37,218,72
1069.jpg,2634,2340,pistol,1029,132,2517,2078
1069.jpg,2634,2340,pistol,179,545,1521,2211
1070.jpg,634,357,pistol,543,128,569,154
1071.jpg,640,360,pistol,269,72,566,271
1072.jpg,400,298,pistol,8,8,397,289
1073.jpg,661,496,pistol,386,52,594,248
1074.jpg,570,562,pistol,26,156,529,474
1075.jpg,773,569,pistol,46,208,741,482
1076.jpg,480,360,pistol,363,125,416,197
1077.jpg,1024,768,pistol,763,263,926,640
1078.jpg,480,360,pistol,13,97,85,152
1079.jpg,615,346,pistol,195,143,255,173
1080.jpg,1368,768,pistol,966,188,1126,322
1081.jpg,299,470,pistol,113,105,148,132
1081.jpg,299,470,pistol,155,102,200,146
1082.jpg,703,535,pistol,340,32,537,103
1083.jpg,136,170,pistol,66,4,85,55
1084.jpg,450,319,pistol,49,110,248,241
1085.jpg,114,170,pistol,70,127,83,156
1086.jpg,271,194,pistol,224,61,257,81
1086.jpg,271,194,pistol,6,106,44,132
1087.jpg,600,436,pistol,57,18,567,412
1088.jpg,2804,2104,pistol,783,633,2056,1147
1089.jpg,800,602,pistol,241,94,713,469
1090.jpg,3072,2166,pistol,531,448,1101,693
1091.jpg,1000,752,pistol,70,32,892,711
1092.jpg,538,218,pistol,28,1,389,217
1093.jpg,800,560,pistol,35,10,780,536
1094.jpg,1500,1125,pistol,9,336,538,691
1095.jpg,1500,1125,pistol,733,300,1242,750
1096.jpg,1650,1100,pistol,317,198,1396,952
1097.jpg,300,257,pistol,1,42,295,242
1098.jpg,1033,775,pistol,626,197,710,243
1099.jpg,512,316,pistol,247,58,512,235
1100.jpg,600,426,pistol,12,8,588,394
1101.jpg,380,253,pistol,110,82,271,174
1102.jpg,1400,856,pistol,171,84,1315,460
1103.jpg,1060,1050,pistol,68,291,608,695
1104.jpg,360,240,pistol,29,68,340,181
1105.jpg,1200,1880,pistol,31,20,588,477
1105.jpg,1200,1880,pistol,620,25,1171,497
1105.jpg,1200,1880,pistol,325,300,879,517
1105.jpg,1200,1880,pistol,45,582,377,1014
1105.jpg,1200,1880,pistol,431,491,702,1022
1105.jpg,1200,1880,pistol,762,548,962,954
1105.jpg,1200,1880,pistol,1031,585,1117,942
1105.jpg,1200,1880,pistol,45,1054,531,1454
1105.jpg,1200,1880,pistol,577,1085,1157,1460
1105.jpg,1200,1880,pistol,40,1474,531,1780
1106.jpg,1080,720,pistol,21,15,1067,685
1107.jpg,1628,1499,pistol,1001,516,1444,949
1108.jpg,206,300,pistol,65,244,108,287
1109.jpg,700,394,pistol,188,112,278,300
1110.jpg,900,506,pistol,64,93,258,241
1111.jpg,3416,2592,pistol,241,862,1230,1629
1112.jpg,600,400,pistol,389,72,502,269
1113.jpg,560,370,pistol,16,9,551,349
1114.jpg,600,425,pistol,42,141,166,203
1115.jpg,708,495,pistol,201,295,234,364
1116.jpg,520,540,pistol,76,176,189,354
1117.jpg,600,400,pistol,375,77,548,190
1118.jpg,866,1390,pistol,77,433,303,763
1119.jpg,866,1390,pistol,79,507,258,635
1120.jpg,866,1390,pistol,109,495,326,622
1121.jpg,1200,801,pistol,869,168,1099,396
1122.jpg,449,300,pistol,109,70,348,175
1123.jpg,800,430,pistol,258,163,560,365
1124.jpg,940,545,pistol,222,112,368,537
1125.jpg,594,410,pistol,312,115,569,234
1126.jpg,450,320,pistol,147,85,348,221
1127.jpg,300,470,pistol,70,154,110,182
1128.jpg,640,447,pistol,36,72,301,267
1129.jpg,800,430,pistol,281,58,571,343
1130.jpg,866,1390,pistol,41,456,292,633
1131.jpg,1000,685,pistol,104,26,567,685
1132.jpg,1300,926,pistol,176,14,854,422
1133.jpg,660,440,pistol,262,107,323,137
1134.jpg,560,368,pistol,201,41,456,303
1135.jpg,670,409,pistol,229,246,651,397
1136.jpg,620,475,pistol,384,141,544,263
1137.jpg,750,418,pistol,90,4,685,417
1138.jpg,300,199,pistol,49,13,256,188
1139.jpg,600,417,pistol,87,58,548,314
1140.jpg,1200,1200,pistol,441,247,741,622
1141.jpg,2000,1325,pistol,487,512,696,718
1142.jpg,380,309,pistol,39,56,344,269
1143.jpg,812,541,pistol,456,132,546,216
1144.jpg,550,309,pistol,188,165,238,228
1144.jpg,550,309,pistol,440,108,491,163
1145.jpg,2569,2389,pistol,40,102,2568,2342
1146.jpg,1280,1125,pistol,154,76,1166,490
1147.jpg,620,350,pistol,43,239,102,304
1148.jpg,1280,854,pistol,40,235,386,759
1148.jpg,1280,854,pistol,306,99,624,587
1148.jpg,1280,854,pistol,522,261,856,801
1148.jpg,1280,854,pistol,664,83,968,567
1148.jpg,1280,854,pistol,898,205,1244,737
1149.jpg,650,400,pistol,27,25,628,361
1150.jpg,365,205,pistol,58,1,278,168
1151.jpg,637,480,pistol,84,40,492,377
1152.jpg,511,259,pistol,1,3,501,251
1153.jpg,640,447,pistol,159,201,215,328
1154.jpg,637,510,pistol,359,337,422,375
1154.jpg,637,510,pistol,131,111,178,163
1155.jpg,570,374,pistol,31,292,82,328
1156.jpg,1536,1536,pistol,1026,543,1348,1285
1156.jpg,1536,1536,pistol,94,411,441,1514
1157.jpg,2000,1000,pistol,553,103,1078,1000
1158.jpg,2000,1000,pistol,775,3,1256,887
1159.jpg,485,340,pistol,287,82,481,263
1160.jpg,450,308,pistol,1,79,139,135
1160.jpg,450,308,pistol,285,1,437,66
1161.jpg,2000,1000,pistol,528,268,1218,625
1162.jpg,2000,1000,pistol,334,43,1996,978
1163.jpg,700,525,pistol,319,22,388,74
1163.jpg,700,525,pistol,53,200,130,277
1163.jpg,700,525,pistol,174,55,217,88
1163.jpg,700,525,pistol,200,394,241,423
1163.jpg,700,525,pistol,532,29,586,84
1163.jpg,700,525,pistol,351,311,397,356
1163.jpg,700,525,pistol,606,324,644,353
1163.jpg,700,525,pistol,438,373,470,387
1163.jpg,700,525,pistol,479,505,513,524
1163.jpg,700,525,pistol,255,160,291,173
1163.jpg,700,525,pistol,479,145,513,162
1164.jpg,1300,972,pistol,219,343,559,700
1165.jpg,2000,1000,pistol,1153,405,1676,999
1166.jpg,595,286,pistol,26,58,541,274
1167.jpg,259,194,pistol,21,78,146,163
1167.jpg,259,194,pistol,84,31,221,111
1168.jpg,608,386,pistol,196,232,211,255
1169.jpg,880,440,pistol,495,11,878,204
1170.jpg,450,320,pistol,147,85,348,221
1171.jpg,1024,623,pistol,3,6,1017,595
1172.jpg,995,690,pistol,55,65,865,415
1173.jpg,523,350,pistol,41,15,478,319
1174.jpg,1280,720,pistol,136,253,553,436
1175.jpg,1280,1007,pistol,83,77,1239,945
1176.jpg,1280,960,pistol,352,155,1221,818
1177.jpg,1000,630,pistol,376,46,970,476
1178.jpg,575,302,pistol,162,60,225,146
1179.jpg,640,360,pistol,88,177,104,207
1179.jpg,640,360,pistol,291,122,333,216
1180.jpg,500,369,pistol,15,9,488,342
1181.jpg,600,338,pistol,1,149,126,235
1182.jpg,705,705,pistol,500,213,536,233
1183.jpg,705,705,pistol,496,263,583,374
1184.jpg,705,705,pistol,554,299,671,361
1185.jpg,640,480,pistol,130,7,591,331
1186.jpg,585,390,pistol,8,12,583,379
1187.jpg,500,455,pistol,44,155,234,427
1188.jpg,630,420,pistol,117,56,591,403
1189.jpg,2000,1600,pistol,79,243,1928,1351
1190.jpg,300,293,pistol,4,29,300,245
1191.jpg,400,397,pistol,13,14,369,390
1192.jpg,124,160,pistol,8,37,65,115
1192.jpg,124,160,pistol,55,70,119,152
1193.jpg,450,354,pistol,13,45,441,331
1194.jpg,500,395,pistol,291,102,390,170
1195.jpg,500,320,pistol,18,19,484,300
1196.jpg,500,375,pistol,9,22,479,328
1197.jpg,500,375,pistol,13,136,359,364
1197.jpg,500,375,pistol,78,7,492,218
1198.jpg,500,341,pistol,1,4,494,322
1199.jpg,500,375,pistol,19,7,447,321
1200.jpg,500,375,pistol,184,145,361,293
1200.jpg,500,375,pistol,12,117,262,242
1201.jpg,500,375,pistol,91,28,352,148
1202.jpg,500,375,pistol,177,134,208,168
1203.jpg,680,459,pistol,197,239,282,415
1203.jpg,680,459,pistol,289,217,406,432
1203.jpg,680,459,pistol,427,184,527,405
1203.jpg,680,459,pistol,197,57,359,188
1203.jpg,680,459,pistol,319,51,525,231
1204.jpg,500,375,pistol,185,156,329,223
1205.jpg,500,399,pistol,49,101,226,155
1205.jpg,500,399,pistol,236,66,369,141
1205.jpg,500,399,pistol,424,19,500,92
1205.jpg,500,399,pistol,76,227,197,390
1205.jpg,500,399,pistol,344,195,486,343
1206.jpg,590,416,pistol,190,16,560,259
1206.jpg,590,416,pistol,12,191,380,393
1207.jpg,590,376,pistol,20,16,274,349
1207.jpg,590,376,pistol,309,18,558,351
1208.jpg,590,441,pistol,135,163,556,398
1208.jpg,590,441,pistol,18,5,406,321
1209.jpg,370,336,pistol,93,13,362,227
1210.jpg,500,353,pistol,12,6,496,303
1211.jpg,500,348,pistol,8,11,491,304
1212.jpg,500,349,pistol,13,3,475,331
1213.jpg,375,500,pistol,58,1,330,375
1214.jpg,500,375,pistol,231,1,500,251
1215.jpg,333,500,pistol,1,340,121,409
1216.jpg,500,311,pistol,1,3,495,304
1217.jpg,500,333,pistol,87,72,199,168
1218.jpg,500,375,pistol,78,82,404,340
1219.jpg,500,375,pistol,78,50,369,225
1220.jpg,500,375,pistol,148,136,329,267
1221.jpg,290,495,pistol,15,91,81,123
1222.jpg,500,313,pistol,57,43,404,276
1223.jpg,200,133,pistol,69,8,191,122
1224.jpg,570,359,pistol,6,31,534,336
1225.jpg,500,375,pistol,167,232,266,289
1225.jpg,500,375,pistol,245,269,366,324
1226.jpg,450,300,pistol,249,87,296,120
1226.jpg,450,300,pistol,297,93,334,114
1227.jpg,500,375,pistol,84,56,439,289
1228.jpg,375,500,pistol,200,99,221,111
1228.jpg,375,500,pistol,223,366,294,500
1229.jpg,99,93,pistol,40,38,76,88
1230.jpg,500,375,pistol,45,35,488,307
1231.jpg,500,400,pistol,273,120,375,244
1232.jpg,500,375,pistol,48,23,304,212
1233.jpg,500,321,pistol,1,5,498,317
1234.jpg,472,500,pistol,300,67,363,119
1235.jpg,500,375,pistol,24,13,444,311
1236.jpg,500,375,pistol,26,60,485,331
1237.jpg,500,401,pistol,1,54,494,354
1238.jpg,500,375,pistol,11,43,478,341
1239.jpg,500,333,pistol,55,8,469,318
1240.jpg,500,333,pistol,207,12,477,224
1241.jpg,500,406,pistol,56,50,431,358
1242.jpg,500,349,pistol,59,25,489,254
1243.jpg,500,375,pistol,23,31,478,269
1244.jpg,500,247,pistol,20,20,478,222
1245.jpg,540,406,pistol,23,38,517,377
1246.jpg,376,500,pistol,90,132,282,253
1247.jpg,1024,762,pistol,151,1,999,744
1248.jpg,500,493,pistol,87,81,189,138
1248.jpg,500,493,pistol,54,310,160,375
1248.jpg,500,493,pistol,336,334,437,386
1248.jpg,500,493,pistol,311,69,438,135
1249.jpg,500,375,pistol,11,50,485,341
1250.jpg,500,333,pistol,187,120,264,161
1251.jpg,500,375,pistol,16,22,495,359
1252.jpg,500,375,pistol,20,16,488,359
1252.jpg,500,375,pistol,232,179,334,261
1253.jpg,264,422,pistol,4,1,236,416
1254.jpg,500,370,pistol,289,167,482,307
1254.jpg,500,370,pistol,232,70,410,237
1254.jpg,500,370,pistol,116,32,246,253
1254.jpg,500,370,pistol,13,107,191,304
1255.jpg,500,375,pistol,2,1,219,162
1255.jpg,500,375,pistol,79,7,429,170
1255.jpg,500,375,pistol,152,102,500,286
1255.jpg,500,375,pistol,112,219,500,372
1256.jpg,500,375,pistol,5,96,480,253
1257.jpg,500,299,pistol,8,12,490,282
1258.jpg,500,288,pistol,307,104,360,137
1258.jpg,500,288,pistol,328,126,369,150
1258.jpg,500,288,pistol,368,96,428,127
1258.jpg,500,288,pistol,385,117,447,144
1258.jpg,500,288,pistol,397,137,444,169
1258.jpg,500,288,pistol,413,157,466,187
1259.jpg,333,500,pistol,176,326,241,433
1260.jpg,500,375,pistol,187,126,244,196
1260.jpg,500,375,pistol,278,103,323,212
1261.jpg,500,375,pistol,37,72,290,297
1262.jpg,640,480,pistol,360,260,523,396
1263.jpg,500,324,pistol,94,11,449,209
1264.jpg,500,334,pistol,121,27,466,233
1265.jpg,500,333,pistol,91,37,378,264
1266.jpg,500,333,pistol,282,98,367,131
1267.jpg,333,500,pistol,133,241,172,333
1268.jpg,500,339,pistol,91,27,202,289
1268.jpg,500,339,pistol,308,120,386,257
1269.jpg,500,339,pistol,94,25,206,286
1269.jpg,500,339,pistol,303,120,382,259
1270.jpg,500,400,pistol,49,181,354,373
1271.jpg,500,333,pistol,311,139,337,166
1272.jpg,500,333,pistol,244,133,286,154
1273.jpg,500,333,pistol,221,90,251,108
1274.jpg,500,333,pistol,58,18,482,323
1275.jpg,500,352,pistol,21,12,456,340
1276.jpg,500,404,pistol,28,90,457,354
1277.jpg,500,323,pistol,210,54,291,215
1278.jpg,500,333,pistol,22,43,284,175
1279.jpg,334,500,pistol,58,14,272,472
1280.jpg,500,500,pistol,126,163,276,288
1281.jpg,500,375,pistol,84,98,370,237
1282.jpg,500,333,pistol,171,69,277,234
1283.jpg,500,375,pistol,30,141,239,230
1284.jpg,500,352,pistol,27,20,473,352
1285.jpg,500,339,pistol,34,26,470,317
1286.jpg,500,333,pistol,26,32,318,255
1287.jpg,320,209,pistol,123,9,170,117
1288.jpg,500,375,pistol,125,131,146,150
1289.jpg,500,374,pistol,249,136,262,149
1290.jpg,500,348,pistol,160,44,351,162
1291.jpg,500,375,pistol,102,175,118,188
1292.jpg,375,500,pistol,102,191,176,313
1292.jpg,375,500,pistol,238,271,261,305
1293.jpg,333,500,pistol,33,14,127,258
1294.jpg,500,260,pistol,74,15,436,241
1295.jpg,496,487,pistol,69,88,282,470
1295.jpg,496,487,pistol,278,17,482,348
1296.jpg,500,586,pistol,82,250,370,516
1297.jpg,500,311,pistol,216,76,427,311
1297.jpg,500,311,pistol,28,109,278,311
1298.jpg,450,342,pistol,63,16,417,252
1299.jpg,450,338,pistol,43,12,406,317
1300.jpg,405,302,pistol,8,2,401,296
1301.jpg,500,375,pistol,50,57,478,317
1302.jpg,500,375,pistol,29,64,425,359
1303.jpg,300,275,pistol,2,2,300,273
1304.jpg,300,382,pistol,1,186,297,379
1304.jpg,300,382,pistol,1,3,297,185
1305.jpg,300,264,pistol,4,3,299,262
1306.jpg,500,347,pistol,8,11,496,336
1307.jpg,500,373,pistol,21,21,471,357
1308.jpg,500,370,pistol,24,15,475,348
1309.jpg,500,399,pistol,240,121,453,371
1310.jpg,1024,682,pistol,81,74,972,549
1311.jpg,555,434,pistol,51,12,503,392
1312.jpg,1000,823,pistol,35,11,956,773
1313.jpg,1000,679,pistol,28,39,971,657
1314.jpg,955,1000,pistol,36,63,926,978
1315.jpg,1000,750,pistol,50,29,986,701
1316.jpg,1000,642,pistol,27,48,977,616
1317.jpg,1000,730,pistol,35,35,958,671
1318.jpg,1000,851,pistol,43,46,931,773
1319.jpg,883,1000,pistol,71,38,829,946
1320.jpg,980,1000,pistol,21,38,921,950
1321.jpg,1000,944,pistol,88,55,946,891
1322.jpg,1000,555,pistol,41,52,990,526
1323.jpg,1000,747,pistol,72,78,912,704
1324.jpg,576,498,pistol,30,28,544,447
1325.jpg,758,392,pistol,21,31,738,344
1326.jpg,584,405,pistol,25,17,571,332
1327.jpg,500,413,pistol,22,54,488,363
1328.jpg,450,300,pistol,41,78,134,115
1328.jpg,450,300,pistol,39,131,88,158
1328.jpg,450,300,pistol,50,163,75,182
1328.jpg,450,300,pistol,56,184,72,193
1328.jpg,450,300,pistol,58,198,69,204
1329.jpg,590,408,pistol,37,31,553,377
1330.jpg,570,415,pistol,3,60,556,388
1331.jpg,1000,743,pistol,10,2,1000,739
1332.jpg,1024,993,pistol,318,717,614,881
1332.jpg,1024,993,pistol,649,171,962,325
1332.jpg,1024,993,pistol,357,275,624,415
1332.jpg,1024,993,pistol,218,46,514,209
1333.jpg,1024,768,pistol,1,108,992,552
1334.jpg,1001,464,pistol,1,5,1001,463
1335.jpg,536,402,pistol,184,41,483,358
1336.jpg,1024,768,pistol,71,68,1021,617
1337.jpg,1024,683,pistol,179,134,867,543
1338.jpg,1024,641,pistol,37,35,979,610
1339.jpg,450,389,pistol,6,13,438,248
1340.jpg,800,717,pistol,22,20,403,490
1340.jpg,800,717,pistol,445,24,777,516
1341.jpg,800,575,pistol,392,90,774,347
1341.jpg,800,575,pistol,188,273,569,527
1342.jpg,1024,432,pistol,4,1,1019,431
1343.jpg,1024,724,pistol,169,51,851,645
1344.jpg,500,332,pistol,44,18,234,293
1344.jpg,500,332,pistol,228,22,417,292
1345.jpg,800,549,pistol,20,61,798,497
1345.jpg,800,549,pistol,474,323,800,530
1346.jpg,590,444,pistol,85,26,477,413
1347.jpg,590,426,pistol,40,40,553,380
1348.jpg,332,500,pistol,28,64,98,206
1349.jpg,500,332,pistol,1,43,137,301
1350.jpg,500,330,pistol,91,36,456,253
1351.jpg,500,333,pistol,147,16,364,325
1352.jpg,500,333,pistol,113,40,497,284
1353.jpg,500,375,pistol,94,49,410,292
1354.jpg,500,458,pistol,18,25,478,346
1355.jpg,500,375,pistol,278,97,317,111
1356.jpg,500,326,pistol,1,1,499,320
1357.jpg,500,334,pistol,133,1,500,240
1358.jpg,500,404,pistol,16,31,223,284
1358.jpg,500,404,pistol,267,36,478,292
1359.jpg,422,500,pistol,112,282,389,481
1359.jpg,422,500,pistol,27,21,343,215
1360.jpg,500,333,pistol,24,5,243,178
1361.jpg,500,375,pistol,280,83,429,271
1361.jpg,500,375,pistol,73,84,317,200
1362.jpg,500,334,pistol,216,53,381,205
1363.jpg,333,500,pistol,5,301,259,427
1364.jpg,500,365,pistol,65,168,481,345
1365.jpg,500,333,pistol,17,12,494,323
1366.jpg,333,500,pistol,81,169,126,275
1367.jpg,500,375,pistol,275,42,406,198
1368.jpg,500,334,pistol,333,71,441,166
1369.jpg,334,500,pistol,247,122,308,163
1370.jpg,500,238,pistol,38,49,470,192
1371.jpg,500,375,pistol,73,151,157,185
1372.jpg,500,376,pistol,30,70,365,374
1373.jpg,500,327,pistol,34,1,456,327
1374.jpg,500,403,pistol,1,147,356,391
1375.jpg,500,375,pistol,93,1,500,371
1376.jpg,335,500,pistol,17,111,335,443
1377.jpg,500,335,pistol,174,82,473,275
1378.jpg,365,500,pistol,60,394,155,461
1378.jpg,365,500,pistol,207,386,337,476
1378.jpg,365,500,pistol,51,281,159,365
1378.jpg,365,500,pistol,176,275,319,365
1378.jpg,365,500,pistol,179,178,310,263
1379.jpg,500,473,pistol,85,348,243,457
1379.jpg,500,473,pistol,277,349,420,464
1379.jpg,500,473,pistol,9,222,156,328
1379.jpg,500,473,pistol,185,228,333,333
1379.jpg,500,473,pistol,339,241,456,339
1380.jpg,500,314,pistol,382,1,499,183
1381.jpg,500,375,pistol,35,15,500,280
1382.jpg,500,299,pistol,38,34,476,272
1383.jpg,500,375,pistol,60,92,500,375
1384.jpg,500,375,pistol,87,29,491,358
1385.jpg,500,375,pistol,121,118,418,295
1386.jpg,500,333,pistol,28,77,421,299
1387.jpg,500,333,pistol,1,1,452,281
1388.jpg,500,332,pistol,331,120,460,192
1389.jpg,500,357,pistol,27,171,118,249
1390.jpg,500,375,pistol,72,1,290,363
1391.jpg,500,375,pistol,247,112,286,152
1392.jpg,3262,2446,pistol,2,256,1683,2446
1392.jpg,3262,2446,pistol,1606,111,3044,2039
1393.jpg,500,375,pistol,133,201,214,277
1394.jpg,375,500,pistol,211,154,296,224
1395.jpg,500,375,pistol,403,75,491,130
1396.jpg,500,375,pistol,143,96,333,308
1397.jpg,336,495,pistol,116,137,154,181
1398.jpg,500,333,pistol,279,162,354,229
1399.jpg,500,422,pistol,17,170,318,398
1399.jpg,500,422,pistol,138,13,483,276
1400.jpg,500,351,pistol,21,24,414,282
1401.jpg,500,375,pistol,126,89,373,211
1401.jpg,500,375,pistol,81,217,360,363
1402.jpg,500,375,pistol,104,163,328,304
1402.jpg,500,375,pistol,154,80,384,249
1403.jpg,500,375,pistol,104,99,386,307
1404.jpg,500,443,pistol,52,81,446,361
1404.jpg,500,443,pistol,93,250,182,372
1405.jpg,500,375,pistol,32,24,447,350
1406.jpg,500,375,pistol,10,55,495,307
1407.jpg,500,375,pistol,12,36,482,338
1408.jpg,500,375,pistol,65,210,179,333
1408.jpg,500,375,pistol,192,246,321,365
1409.jpg,500,375,pistol,30,57,468,297
1410.jpg,500,375,pistol,60,20,430,375
1411.jpg,500,375,pistol,179,125,221,189
1412.jpg,500,461,pistol,91,91,384,422
1413.jpg,500,391,pistol,94,2,500,349
1414.jpg,500,381,pistol,43,24,362,343
1415.jpg,500,375,pistol,22,67,438,276
1416.jpg,500,333,pistol,334,146,384,227
1417.jpg,500,449,pistol,113,122,190,271
1418.jpg,500,333,pistol,270,153,307,229
1419.jpg,500,469,pistol,170,59,348,461
1420.jpg,500,376,pistol,196,169,339,246
1421.jpg,500,334,pistol,22,153,233,246
1421.jpg,500,334,pistol,265,136,478,247
1422.jpg,500,335,pistol,67,36,277,230
1423.jpg,500,333,pistol,47,38,455,307
1424.jpg,500,333,pistol,61,64,307,311
1425.jpg,500,333,pistol,12,83,493,325
1426.jpg,500,442,pistol,102,84,386,411
1427.jpg,500,337,pistol,39,48,456,283
1428.jpg,500,333,pistol,51,102,459,277
1429.jpg,500,375,pistol,72,37,413,375
1430.jpg,357,500,pistol,41,161,356,434
1431.jpg,500,339,pistol,230,58,454,206
1432.jpg,500,375,pistol,108,77,479,294
1433.jpg,500,375,pistol,1,47,500,375
1434.jpg,500,375,pistol,78,45,443,316
1435.jpg,375,500,pistol,46,74,373,250
1436.jpg,375,500,pistol,106,9,270,118
1437.jpg,500,375,pistol,1,40,500,357
1438.jpg,500,375,pistol,79,86,491,342
1439.jpg,500,285,pistol,156,17,238,67
1439.jpg,500,285,pistol,301,12,367,62
1440.jpg,500,375,pistol,169,64,235,126
1440.jpg,500,375,pistol,257,69,319,122
1441.jpg,500,333,pistol,103,46,417,241
1442.jpg,500,334,pistol,65,23,484,203
1443.jpg,500,375,pistol,47,46,482,267
1444.jpg,500,334,pistol,121,165,215,255
1445.jpg,500,333,pistol,1,61,500,312
1446.jpg,333,500,pistol,33,7,225,500
1447.jpg,500,333,pistol,57,121,396,259
1448.jpg,500,333,pistol,272,120,365,160
1448.jpg,500,333,pistol,245,159,394,216
1448.jpg,500,333,pistol,103,167,206,204
1448.jpg,500,333,pistol,186,68,239,99
1448.jpg,500,333,pistol,101,55,210,107
1448.jpg,500,333,pistol,253,68,314,101
1449.jpg,500,333,pistol,13,102,487,293
1450.jpg,500,375,pistol,78,79,433,304
1451.jpg,500,375,pistol,92,63,417,315
1452.jpg,500,333,pistol,33,127,174,249
1453.jpg,500,333,pistol,29,43,498,243
1454.jpg,500,340,pistol,248,103,280,139
1455.jpg,500,334,pistol,317,153,362,188
1456.jpg,500,338,pistol,39,155,149,207
1457.jpg,500,347,pistol,88,197,180,271
1458.jpg,500,336,pistol,31,89,463,259
1459.jpg,333,500,pistol,13,120,333,442
1460.jpg,500,375,pistol,26,96,498,348
1461.jpg,500,375,pistol,125,15,435,370
1462.jpg,500,375,pistol,223,100,271,165
1463.jpg,500,375,pistol,197,189,385,315
1463.jpg,500,375,pistol,281,86,336,160
1464.jpg,500,375,pistol,28,58,461,349
1465.jpg,500,375,pistol,101,51,488,307
1466.jpg,500,333,pistol,40,35,474,290
1467.jpg,335,500,pistol,152,187,221,439
1468.jpg,500,412,pistol,367,89,426,176
1469.jpg,500,263,pistol,13,19,484,232
1470.jpg,500,285,pistol,11,14,479,248
1471.jpg,500,355,pistol,76,72,158,118
1471.jpg,500,355,pistol,155,73,190,99
1472.jpg,374,500,pistol,25,225,346,422
1473.jpg,500,333,pistol,10,91,500,254
1474.jpg,375,500,pistol,91,266,129,357
1475.jpg,500,373,pistol,23,112,418,340
1476.jpg,500,373,pistol,33,58,428,319
1477.jpg,334,500,pistol,80,251,269,476
1478.jpg,500,333,pistol,120,93,444,300
1478.jpg,500,333,pistol,1,2,167,136
1479.jpg,500,334,pistol,73,92,423,305
1480.jpg,450,344,pistol,16,9,430,321
1481.jpg,500,334,pistol,46,140,174,248
1482.jpg,500,377,pistol,8,58,484,325
1483.jpg,250,138,pistol,16,14,227,117
1484.jpg,500,281,pistol,2,28,500,281
1485.jpg,500,281,pistol,66,13,446,247
1486.jpg,500,281,pistol,9,2,497,274
1487.jpg,500,315,pistol,13,10,467,301
1488.jpg,500,375,pistol,56,85,406,286
1489.jpg,375,500,pistol,90,27,256,248
1489.jpg,375,500,pistol,93,1,302,167
